exec_model,kv_dtype_bytes,top_k,kv_rank_scale,hidden_scale,cache_len,ai_hbm,ai_total,t_est_ms,mfu_est,regime
naive,2,2,1.5,0.75,2048,16.176727140003585,16.170135301907234,5.0195373697810926,0.0392361244426565,hbm-bound
naive,2,2,1.5,0.75,4096,18.484336579791016,18.47737694338274,5.432632623114425,0.04483315592875032,hbm-bound
naive,2,2,1.5,0.75,8192,22.185713524845465,22.178462567867797,6.258823129781092,0.05381072507289451,hbm-bound
naive,2,2,1.5,0.75,16384,27.269192797630442,27.26214142046319,7.911204143114425,0.06614053836716834,hbm-bound
naive,2,2,1.5,1.0,2048,15.90194323337632,15.895979564469465,7.272254654425645,0.038569645032949136,hbm-bound
naive,2,2,1.5,1.0,4096,18.381493848537946,18.374970684255388,7.685349907758979,0.04458371423596875,hbm-bound
naive,2,2,1.5,1.0,8192,22.61854674942813,22.611298841781302,8.511540414425644,0.054860547952124826,hbm-bound
naive,2,2,1.5,1.0,16384,29.026159077499045,29.0183696235197,10.163921427758979,0.0704020028155611,hbm-bound
naive,2,2,1.5,1.25,2048,15.558472079989945,15.553105412870059,9.883659544206736,0.03773656694489729,hbm-bound
naive,2,2,1.5,1.25,4096,18.045120420955968,18.03914565477471,10.296754797540071,0.043767851450524836,hbm-bound
naive,2,2,1.5,1.25,8192,22.46430705472994,22.457421397393777,11.122945304206736,0.05448644459964816,hbm-bound
naive,2,2,1.5,1.25,16384,29.58792645066861,29.580029999978862,12.77532631754007,0.07176455126993903,hbm-bound
naive,2,4,0.5,0.75,2048,17.23650437361342,17.216185568805077,3.4675708429313157,0.041806579582286216,hbm-bound
naive,2,4,0.5,0.75,4096,19.05575124401767,19.034355499561165,3.6408043362646487,0.04621910357316059,hbm-bound
naive,2,4,0.5,0.75,8192,22.2200041342725,22.197221214195746,3.9872713229313153,0.053893895828452755,hbm-bound
naive,2,4,0.5,0.75,16384,27.143046998683758,27.119333225075252,4.680205296264648,0.06583457584319458,hbm-bound
naive,2,4,0.5,1.0,2048,17.85426368071878,17.83772990173248,5.88698267780382,0.04330493464752407,hbm-bound
naive,2,4,0.5,1.0,4096,20.162849828463862,20.144711459264986,6.060216171137153,0.0489043351069361,hbm-bound
naive,2,4,0.5,1.0,8192,24.405484067504936,24.38471534679992,6.40668315780382,0.05919470617686897,hbm-bound
naive,2,4,0.5,1.0,16384,31.6484889081163,31.62418312100159,7.099617131137153,0.07676237835217699,hbm-bound
naive,2,4,0.5,1.25,2048,18.19482274338721,18.180993411404035,8.967094000735136,0.044130949554451036,hbm-bound
naive,2,4,0.5,1.25,4096,20.77033184239841,20.754843924757182,9.14032749406847,0.05037776293254793,hbm-bound
naive,2,4,0.5,1.25,8192,25.639169728046895,25.620748963805905,9.486794480735137,0.062186970537961135,hbm-bound
naive,2,4,0.5,1.25,16384,34.38258031923391,34.35955812614455,10.179728454068469,0.08339382795973864,hbm-bound
naive,2,4,1.0,0.75,2048,17.381194179082076,17.363576275067732,4.033401962931316,0.04215751998968872,hbm-bound
naive,2,4,1.0,0.75,4096,19.16484157540675,19.146730767287682,4.326566336264649,0.04648369861644892,hbm-bound
naive,2,4,1.0,0.75,8192,22.093528953448953,22.07514018914679,4.912895082931315,0.05358713439947194,hbm-bound
naive,2,4,1.0,0.75,16384,26.25787066621358,26.24022434864479,6.085552576264648,0.0636876094986484,hbm-bound
naive,2,4,1.0,1.0,2048,17.497624252626174,17.48174410830381,6.00697211780382,0.04243991733835555,hbm-bound
naive,2,4,1.0,1.0,4096,19.395012910999895,19.378229144421606,6.300136491137153,0.047041971689135674,hbm-bound
naive,2,4,1.0,1.0,8192,22.70514673841553,22.687170067452715,6.88646523780382,0.05507059340292802,hbm-bound
naive,2,4,1.0,1.0,16384,27.880473039397714,27.861608607986675,8.059122731137153,0.06762317867059577,hbm-bound
naive,2,4,1.0,1.25,2048,17.95457111522546,17.94110445278644,9.087083440735137,0.04354822706067822,hbm-bound
naive,2,4,1.0,1.25,4096,20.239085252659002,20.22437919708757,9.38024781406847,0.049089241643639814,hbm-bound
naive,2,4,1.0,1.25,8192,24.404923032942186,24.388232521875373,9.966576560735136,0.059193345405822384,hbm-bound
naive,2,4,1.0,1.25,16384,31.420951341996876,31.40172337051105,11.13923405406847,0.07621049340150834,hbm-bound
naive,2,4,1.5,0.75,2048,17.99347530526098,17.97889113043089,5.045074762931315,0.04364258790563552,hbm-bound
naive,2,4,1.5,0.75,4096,20.152789552583002,20.13769051839258,5.458170016264648,0.04887993423567377,hbm-bound
naive,2,4,1.5,0.75,8192,23.619777728914094,23.604406147395558,6.284360522931315,0.057289001060529386,hbm-bound
naive,2,4,1.5,0.75,16384,28.388336922716576,28.37370638128333,7.936741536264648,0.06885498596717513,hbm-bound
naive,2,4,1.5,1.0,2048,18.134795436265858,18.121279441353803,7.315872704470486,0.0439853552774513,hbm-bound
naive,2,4,1.5,1.0,4096,20.481012103757422,20.46656274059244,7.728967957803819,0.0496760273360463,hbm-bound
naive,2,4,1.5,1.0,8192,24.493707496311476,24.478094909780996,8.555158464470487,0.05940868922804198,hbm-bound
naive,2,4,1.5,1.0,16384,30.57039114390684,30.554057874295516,10.20753947780382,0.07414748736268459,hbm-bound
naive,2,4,1.5,1.25,2048,18.128610704124082,18.116192095552357,9.950142347401805,0.043970354411215565,hbm-bound
naive,2,4,1.5,1.25,4096,20.496856720876366,20.483375122709877,10.363237600735136,0.04971445793845708,hbm-bound
naive,2,4,1.5,1.25,8192,24.70875830407966,24.69370562884581,11.189428107401804,0.05993028795330083,hbm-bound
naive,2,4,1.5,1.25,16384,31.506700314784382,31.48997472592138,12.841809120735137,0.07641847474025519,hbm-bound
naive,2,8,0.5,0.75,2048,22.706128870206047,22.652788052618046,3.4759902919234946,0.05507297553157606,hbm-bound
naive,2,8,0.5,0.75,4096,24.261528064596064,24.207232892637194,3.6492237852568277,0.058845545583658974,hbm-bound
naive,2,8,0.5,0.75,8192,26.967719713737445,26.912590703266854,3.995690771923494,0.06540932522786241,hbm-bound
naive,2,8,0.5,0.75,16384,31.180255145795858,31.125918445530466,4.688624745256828,0.07562669262244574,hbm-bound
naive,2,8,0.5,1.0,2048,23.593821142905576,23.550248137426543,5.89838706712325,0.05722604420714844,hbm-bound
naive,2,8,0.5,1.0,4096,25.734311871247243,25.68813937826574,6.071620560456583,0.062417734705400074,hbm-bound
naive,2,8,0.5,1.0,8192,29.66864362869008,29.61828087033203,6.41808754712325,0.0719603281544782,hbm-bound
naive,2,8,0.5,1.0,16384,36.38716347043947,36.33140568628603,7.111021520456583,0.08825587905917606,hbm-bound
naive,2,8,0.5,1.25,2048,24.090426976368047,24.05389288581387,8.981572559046743,0.05843054547072594,hbm-bound
naive,2,8,0.5,1.25,4096,26.5503021920173,26.510798383290354,9.154806052380078,0.0643968926334932,hbm-bound
naive,2,8,0.5,1.25,8192,31.200952193287264,31.1562191688108,9.501273039046744,0.07567689263657346,hbm-bound
naive,2,8,0.5,1.25,16384,39.55389200065486,39.501032833791655,10.194207012380076,0.09593667589850598,hbm-bound
naive,2,8,1.0,0.75,2048,22.084802157926124,22.040169333759803,4.041821411923495,0.05356596784135694,hbm-bound
naive,2,8,1.0,0.75,4096,23.546891956867746,23.5025164579303,4.334985785256828,0.057112218995939955,hbm-bound
naive,2,8,1.0,0.75,8192,25.948488447879846,25.905403477416954,4.921314531923494,0.06293721301153272,hbm-bound
naive,2,8,1.0,0.75,16384,29.365270345568774,29.325882049963077,6.093972025256828,0.07122450614387575,hbm-bound
naive,2,8,1.0,1.0,2048,23.123426945559054,23.08157252460298,6.018376507123249,0.05608511841267482,hbm-bound
naive,2,8,1.0,1.0,4096,24.756074629966346,24.713342809808996,6.311540880456582,0.060045052159594985,hbm-bound
naive,2,8,1.0,1.0,8192,27.605037860471445,27.56143227731275,6.897869627123249,0.06695511962115358,hbm-bound
naive,2,8,1.0,1.0,16384,32.061090762065135,32.01779505693662,8.070527120456584,0.07776313070132018,hbm-bound
naive,2,8,1.0,1.25,2048,23.772833486090438,23.73725562085024,9.101561999046744,0.05766023281113396,hbm-bound
naive,2,8,1.0,1.25,4096,25.87226679795486,25.834753478345437,9.394726372380077,0.06275233988387233,hbm-bound
naive,2,8,1.0,1.25,8192,29.70114505238595,29.660606439585976,9.981055119046744,0.07203915929835905,hbm-bound
naive,2,8,1.0,1.25,16384,36.15124194184857,36.10708100876675,11.153712612380076,0.0876836590807848,hbm-bound
naive,2,8,1.5,0.75,2048,21.75443506408123,21.719257176511867,5.0534942119234945,0.05276467322263259,hbm-bound
naive,2,8,1.5,0.75,4096,23.626218142198123,23.590896202804046,5.466589465256828,0.05730462207304244,hbm-bound
naive,2,8,1.5,0.75,8192,26.632534903134786,26.597939212595968,6.292779971923494,0.0645963453941622,hbm-bound
naive,2,8,1.5,0.75,16384,30.769467953341607,30.737802429654742,7.945160985256827,0.0746303416756138,hbm-bound
naive,2,8,1.5,1.0,2048,22.75464695536649,22.720806482323976,7.327277093789916,0.055190654565820695,hbm-bound
naive,2,8,1.5,1.0,4096,24.85085033988359,24.815862042323214,7.740372347123249,0.060274927555048624,hbm-bound
naive,2,8,1.5,1.0,8192,28.43676065314345,28.40058004168384,8.566562853789915,0.06897243614708871,hbm-bound
naive,2,8,1.5,1.0,16384,33.86907956768787,33.83294780716095,10.218943867123249,0.0821483486229923,hbm-bound
naive,2,8,1.5,1.25,2048,23.442687010072703,23.410637767137523,9.96462090571341,0.056859473293758955,hbm-bound
naive,2,8,1.5,1.25,4096,25.5960968864142,25.562494760168306,10.377716159046743,0.0620824987644205,hbm-bound
naive,2,8,1.5,1.25,8192,29.42653098633908,29.390745540571917,11.203906665713411,0.07137309183144395,hbm-bound
naive,2,8,1.5,1.25,16384,35.61045574709888,35.57271011675493,12.856287679046744,0.08637199979084116,hbm-bound
efficient,1,2,0.5,0.75,2048,40.06358659160788,39.99825402341781,1.2527599875572126,0.09717292351678516,hbm-bound
efficient,1,2,0.5,0.75,4096,45.5537149998519,45.48281764475869,1.3127254275572127,0.11048905103551748,hbm-bound
efficient,1,2,0.5,0.75,8192,55.15519884509664,55.07653391606522,1.6581150012595105,0.11558707280605782,compute-bound
efficient,1,2,0.5,0.75,16384,70.2272177732287,70.14140336679009,2.3799795999692774,0.11970119600852705,compute-bound
efficient,1,2,0.5,1.0,2048,41.11753967559698,41.06523686338262,2.142123956546156,0.09972925237133172,hbm-bound
efficient,1,2,0.5,1.0,4096,47.75571532727394,47.696620703594206,2.282766120634313,0.11173631003536853,compute-bound
efficient,1,2,0.5,1.0,8192,60.00349389738149,59.93307392478174,2.9244235417096607,0.11555738859788918,compute-bound
efficient,1,2,0.5,1.0,16384,81.05887656975472,80.97264337118781,4.207738383860358,0.11970338242690746,compute-bound
efficient,1,2,0.5,1.25,2048,41.66326511111728,41.61995614114626,3.277397234770035,0.10105289162878371,hbm-bound
efficient,1,2,0.5,1.25,4096,48.912879752048,48.86294745153763,3.5449441317447365,0.1116895870571566,compute-bound
efficient,1,2,0.5,1.25,8192,62.65765820428741,62.59591132263191,4.547533852174968,0.11553934957847599,compute-bound
efficient,1,2,0.5,1.25,16384,87.47203935632213,87.391426102562,6.552713293035433,0.11970470595781484,compute-bound
efficient,1,2,1.0,0.75,2048,42.498215184537536,42.43724350724381,1.4242151275572128,0.10307803581898947,hbm-bound
efficient,1,2,1.0,0.75,4096,47.495001302383436,47.43214613568697,1.5514588498770807,0.1146545908624358,compute-bound
efficient,1,2,1.0,0.75,8192,55.47310376092644,55.4095495328015,2.032701915683592,0.11808669106920407,compute-bound
efficient,1,2,1.0,0.75,16384,66.35721807869545,66.29729039723956,2.9951880472966144,0.12164223559954607,compute-bound
efficient,1,2,1.0,1.0,2048,39.997329713164184,39.947836249547905,2.2021186765461556,0.09701221961757861,hbm-bound
efficient,1,2,1.0,1.0,4096,45.288591731472955,45.23544180612336,2.3220495565461556,0.10984600318901981,hbm-bound
