exec_model,kv_dtype_bytes,top_k,kv_rank_scale,hidden_scale,cache_len,ai_hbm,ai_total,t_est_ms,mfu_est,regime
naive,2,8,1.5,1.0,16384,9.054559395025723,9.054559395025723,38.22452400317487,0.02196153870445855,hbm-bound
naive,2,8,1.5,1.25,2048,4.348156492864082,4.348156492864082,53.72333986829407,0.010546311857376247,hbm-bound
naive,2,8,1.5,1.25,4096,4.906659030464095,4.906659030464095,54.1364351216274,0.011900941559488456,hbm-bound
naive,2,8,1.5,1.25,8192,5.99847810940359,5.99847810940359,54.96262562829407,0.014549113150650442,hbm-bound
naive,2,8,1.5,1.25,16384,8.086517879696688,8.086517879696688,56.6150066416274,0.019613585559648358,hbm-bound
efficient,1,2,0.5,0.75,2048,16.805981455965824,16.805981455965824,2.986440177356225,0.04076236027722888,hbm-bound
efficient,1,2,0.5,0.75,4096,19.629533132195334,19.629533132195334,3.046405617356225,0.04761079284211096,hbm-bound
efficient,1,2,0.5,0.75,8192,24.955794681322566,24.955794681322566,3.166336497356225,0.06052946663483998,hbm-bound
efficient,1,2,0.5,0.75,16384,34.48310453049365,34.48310453049365,3.406198257356225,0.0836376461578421,hbm-bound
efficient,1,2,0.5,1.0,2048,16.859709553641405,16.859709553641405,5.224222071744399,0.04089267602702311,hbm-bound
efficient,1,2,0.5,1.0,4096,19.9013290336381,19.9013290336381,5.284187511744399,0.048270024942629046,hbm-bound
efficient,1,2,0.5,1.0,8192,25.782064602096757,25.782064602096757,5.404118391744399,0.06253355739770815,hbm-bound
efficient,1,2,0.5,1.0,16384,36.793765074188585,36.793765074188585,5.643980151744399,0.08924207799702133,hbm-bound
efficient,1,2,0.5,1.25,2048,16.87187794157161,16.87187794157161,8.09317553976729,0.04092219005535307,hbm-bound
efficient,1,2,0.5,1.25,4096,20.02173390661267,20.02173390661267,8.153140979767292,0.04856206303776696,hbm-bound
efficient,1,2,0.5,1.25,8192,26.184459840139723,26.184459840139723,8.27307185976729,0.06350955393262793,hbm-bound
efficient,1,2,0.5,1.25,16384,37.98898589424692,37.98898589424692,8.512933619767292,0.09214104714117494,hbm-bound
efficient,1,2,1.0,0.75,2048,19.166753447252514,19.166753447252514,3.157895317356225,0.04648833579929867,hbm-bound
efficient,1,2,1.0,0.75,4096,22.3743457475423,22.3743457475423,3.277826197356225,0.05426824638110311,hbm-bound
efficient,1,2,1.0,0.75,8192,28.133378855576016,28.133378855576016,3.517687957356225,0.06823659348497467,hbm-bound
efficient,1,2,1.0,0.75,16384,37.57804558547671,37.57804558547671,3.9974114773562253,0.09114432481570903,hbm-bound
efficient,1,2,1.0,1.0,2048,16.668291677763882,16.668291677763882,5.284216791744399,0.04042839820781538,hbm-bound
efficient,1,2,1.0,1.0,4096,19.459563419502455,19.459563419502455,5.4041476717444,0.04719853684366437,hbm-bound
efficient,1,2,1.0,1.0,8192,24.686232576027198,24.686232576027198,5.644009431744399,0.05987565253407304,hbm-bound
